#   No. of|        Total|        Power|        Inlet|       Outlet|       Energy|       Energy|        Total|       Global|
#Timesteps|         Time|     Supplied|       Energy|       Energy|       Stored|       Stored|       Energy|       Energy|
#         |             |             |             |             |      Coolant|        Solid|      Storage|      Balance|
#         |        [sec]|         [kW]|         [kW]|         [kW]|         [kW]|         [kW]|          [%]|          [%]|
#=========================================================================================================================
      6030        1.0607      365.8097    13280.8519    13652.9290        2.9526        3.3153        1.7134       -0.0459
      6040        1.0625      365.8097    13280.8519    13652.8706        2.9220        3.2875        1.6975       -0.0455
      6050        1.0642      365.8097    13280.8519    13652.8126        2.8916        3.2599        1.6816       -0.0451
      6060        1.0660      365.8097    13280.8519    13652.7551        2.8616        3.2324        1.6659       -0.0447
      6070        1.0678      365.8097    13280.8519    13652.6981        2.8318        3.2051        1.6503       -0.0442
      6080        1.0695      365.8097    13280.8519    13652.6414        2.8023        3.1780        1.6348       -0.0438
      6090        1.0713      365.8097    13280.8519    13652.5852        2.7731        3.1510        1.6194       -0.0434
      6100        1.0731      365.8097    13280.8519    13652.5294        2.7441        3.1242        1.6042       -0.0430
      6110        1.0748      365.8097    13280.8519    13652.4740        2.7154        3.0975        1.5891       -0.0426
      6120        1.0766      365.8097    13280.8519    13652.4191        2.6869        3.0711        1.5740       -0.0422
      6130        1.0784      365.8097    13280.8519    13652.3646        2.6587        3.0447        1.5591       -0.0418
      6140        1.0801      365.8097    13280.8519    13652.3105        2.6308        3.0186        1.5444       -0.0414
      6150        1.0819      365.8097    13280.8519    13652.2568        2.6032        2.9925        1.5297       -0.0410
      6160        1.0837      365.8097    13280.8519    13652.2036        2.5758        2.9667        1.5151       -0.0406
      6170        1.0854      365.8097    13280.8519    13652.1508        2.5486        2.9410        1.5007       -0.0402
      6180        1.0872      365.8097    13280.8519    13652.0983        2.5217        2.9155        1.4863       -0.0398
      6190        1.0890      365.8097    13280.8519    13652.0463        2.4951        2.8901        1.4721       -0.0395
      6200        1.0907      365.8097    13280.8519    13651.9947        2.4687        2.8649        1.4580       -0.0391
      6210        1.0925      365.8097    13280.8519    13651.9436        2.4425        2.8399        1.4440       -0.0387
      6220        1.0943      365.8097    13280.8519    13651.8928        2.4166        2.8150        1.4302       -0.0383
      6230        1.0960      365.8097    13280.8519    13651.8424        2.3910        2.7903        1.4164       -0.0380
      6240        1.0978      365.8097    13280.8519    13651.7925        2.3655        2.7658        1.4027       -0.0376
      6250        1.0996      365.8097    13280.8519    13651.7429        2.3404        2.7414        1.3892       -0.0372
      6260        1.1013      365.8097    13280.8519    13651.6937        2.3154        2.7172        1.3757       -0.0369
      6270        1.1031      365.8097    13280.8519    13651.6450        2.2907        2.6931        1.3624       -0.0365
      6280        1.1049      365.8097    13280.8519    13651.5966        2.2663        2.6692        1.3492       -0.0362
      6290        1.1066      365.8097    13280.8519    13651.5486        2.2420        2.6455        1.3361       -0.0358
      6300        1.1084      365.8097    13280.8519    13651.5011        2.2180        2.6219        1.3231       -0.0355
      6310        1.1102      365.8097    13280.8519    13651.4539        2.1943        2.5985        1.3102       -0.0351
      6320        1.1119      365.8097    13280.8519    13651.4071        2.1707        2.5752        1.2974       -0.0348
      6330        1.1137      365.8097    13280.8519    13651.3607        2.1474        2.5521        1.2847       -0.0344
      6340        1.1155      365.8097    13280.8519    13651.3146        2.1243        2.5292        1.2721       -0.0341
      6350        1.1172      365.8097    13280.8519    13651.2690        2.1014        2.5064        1.2596       -0.0338
      6360        1.1190      365.8097    13280.8519    13651.2237        2.0788        2.4838        1.2473       -0.0334
      6370        1.1208      365.8097    13280.8519    13651.1788        2.0564        2.4613        1.2350       -0.0331
      6380        1.1225      365.8097    13280.8519    13651.1343        2.0342        2.4390        1.2228       -0.0328
      6390        1.1243      365.8097    13280.8519    13651.0902        2.0122        2.4169        1.2108       -0.0325
      6400        1.1260      365.8097    13280.8519    13651.0464        1.9904        2.3949        1.1988       -0.0321
      6410        1.1278      365.8097    13280.8519    13651.0030        1.9688        2.3731        1.1869       -0.0318
      6420        1.1296      365.8097    13280.8519    13650.9600        1.9475        2.3514        1.1752       -0.0315
      6430        1.1313      365.8097    13280.8519    13650.9173        1.9263        2.3299        1.1635       -0.0312
      6440        1.1331      365.8097    13280.8519    13650.8750        1.9054        2.3085        1.1519       -0.0309
      6450        1.1349      365.8097    13280.8519    13650.8331        1.8847        2.2873        1.1405       -0.0306
      6460        1.1366      365.8097    13280.8519    13650.7915        1.8641        2.2663        1.1291       -0.0303
      6470        1.1384      365.8097    13280.8519    13650.7503        1.8438        2.2454        1.1178       -0.0300
      6480        1.1402      365.8097    13280.8519    13650.7094        1.8237        2.2246        1.1067       -0.0297
      6490        1.1419      365.8097    13280.8519    13650.6689        1.8037        2.2040        1.0956       -0.0294
      6500        1.1437      365.8097    13280.8519    13650.6288        1.7840        2.1836        1.0846       -0.0291
      6510        1.1455      365.8097    13280.8519    13650.5890        1.7645        2.1633        1.0737       -0.0288
      6520        1.1472      365.8097    13280.8519    13650.5495        1.7452        2.1432        1.0629       -0.0285
      6530        1.1490      365.8097    13280.8519    13650.5104        1.7260        2.1232        1.0523       -0.0282
      6540        1.1508      365.8097    13280.8519    13650.4716        1.7071        2.1034        1.0416       -0.0279
      6550        1.1525      365.8097    13280.8519    13650.4331        1.6883        2.0837        1.0311       -0.0276
      6560        1.1543      365.8097    13280.8519    13650.3950        1.6697        2.0642        1.0207       -0.0274
      6570        1.1561      365.8097    13280.8519    13650.3573        1.6513        2.0448        1.0104       -0.0271
      6580        1.1578      365.8097    13280.8519    13650.3198        1.6331        2.0256        1.0002       -0.0268
      6590        1.1596      365.8097    13280.8519    13650.2827        1.6151        2.0065        0.9900       -0.0265
      6600        1.1614      365.8097    13280.8519    13650.2460        1.5973        1.9876        0.9800       -0.0263
      6610        1.1631      365.8097    13280.8519    13650.2095        1.5796        1.9688        0.9700       -0.0260
      6620        1.1649      365.8097    13280.8519    13650.1734        1.5621        1.9501        0.9601       -0.0257
      6630        1.1667      365.8097    13280.8519    13650.1376        1.5448        1.9316        0.9503       -0.0255
      6640        1.1684      365.8097    13280.8519    13650.1021        1.5277        1.9133        0.9406       -0.0252
      6650        1.1702      365.8097    13280.8519    13650.0670        1.5107        1.8951        0.9310       -0.0250
      6660        1.1720      365.8097    13280.8519    13650.0321        1.4940        1.8770        0.9215       -0.0247
      6670        1.1737      365.8097    13280.8519    13649.9976        1.4774        1.8591        0.9121       -0.0244
      6680        1.1755      365.8097    13280.8519    13649.9634        1.4609        1.8413        0.9027       -0.0242
      6690        1.1773      365.8097    13280.8519    13649.9295        1.4446        1.8237        0.8934       -0.0239
      6700        1.1790      365.8097    13280.8519    13649.8959        1.4285        1.8062        0.8843       -0.0237
      6710        1.1808      365.8097    13280.8519    13649.8626        1.4126        1.7888        0.8752       -0.0235
      6720        1.1826      365.8097    13280.8519    13649.8296        1.3968        1.7716        0.8661       -0.0232
      6730        1.1843      365.8097    13280.8519    13649.7969        1.3812        1.7545        0.8572       -0.0230
      6740        1.1861      365.8097    13280.8519    13649.7645        1.3657        1.7376        0.8484       -0.0227
      6750        1.1879      365.8097    13280.8519    13649.7324        1.3504        1.7208        0.8396       -0.0225
      6760        1.1896      365.8097    13280.8519    13649.7006        1.3353        1.7041        0.8309       -0.0223
      6770        1.1914      365.8097    13280.8519    13649.6691        1.3203        1.6876        0.8223       -0.0220
      6780        1.1932      365.8097    13280.8519    13649.6379        1.3055        1.6712        0.8137       -0.0218
      6790        1.1949      365.8097    13280.8519    13649.6069        1.2908        1.6550        0.8053       -0.0216
      6800        1.1967      365.8097    13280.8519    13649.5763        1.2763        1.6388        0.7969       -0.0214
      6810        1.1985      365.8097    13280.8519    13649.5459        1.2619        1.6229        0.7886       -0.0211
      6820        1.2002      365.8097    13280.8519    13649.5159        1.2477        1.6070        0.7804       -0.0209
      6830        1.2020      365.8097    13280.8519    13649.4861        1.2337        1.5913        0.7722       -0.0207
      6840        1.2037      365.8097    13280.8519    13649.4566        1.2197        1.5757        0.7642       -0.0205
      6850        1.2055      365.8097    13280.8519    13649.4273        1.2060        1.5602        0.7562       -0.0203
      6860        1.2073      365.8097    13280.8519    13649.3983        1.1923        1.5449        0.7483       -0.0201
      6870        1.2090      365.8097    13280.8519    13649.3696        1.1788        1.5297        0.7404       -0.0198
      6880        1.2108      365.8097    13280.8519    13649.3412        1.1655        1.5146        0.7326       -0.0196
      6890        1.2126      365.8097    13280.8519    13649.3131        1.1523        1.4996        0.7249       -0.0194
      6900        1.2143      365.8097    13280.8519    13649.2852        1.1392        1.4848        0.7173       -0.0192
      6910        1.2161      365.8097    13280.8519    13649.2575        1.1263        1.4701        0.7098       -0.0190
      6920        1.2179      365.8097    13280.8519    13649.2302        1.1135        1.4556        0.7023       -0.0188
      6930        1.2196      365.8097    13280.8519    13649.2031        1.1008        1.4411        0.6949       -0.0186
      6940        1.2214      365.8097    13280.8519    13649.1762        1.0883        1.4268        0.6875       -0.0184
      6950        1.2232      365.8097    13280.8519    13649.1496        1.0759        1.4126        0.6803       -0.0182
      6960        1.2249      365.8097    13280.8519    13649.1233        1.0636        1.3985        0.6731       -0.0180
      6970        1.2267      365.8097    13280.8519    13649.0972        1.0515        1.3845        0.6659       -0.0178
      6980        1.2285      365.8097    13280.8519    13649.0714        1.0395        1.3707        0.6589       -0.0177
      6990        1.2302      365.8097    13280.8519    13649.0458        1.0276        1.3570        0.6519       -0.0175
      7000        1.2320      365.8097    13280.8519    13649.0204        1.0159        1.3434        0.6449       -0.0173
      7010        1.2338      365.8097    13280.8519    13648.9953        1.0042        1.3299        0.6381       -0.0171
      7020        1.2355      365.8097    13280.8519    13648.9704        0.9927        1.3166        0.6313       -0.0169
      7030        1.2373      365.8097    13280.8519    13648.9458        0.9814        1.3033        0.6246       -0.0167
      7040        1.2391      365.8097    13280.8519    13648.9214        0.9701        1.2902        0.6179       -0.0166
      7050        1.2408      365.8097    13280.8519    13648.8973        0.9590        1.2772        0.6113       -0.0164
      7060        1.2426      365.8097    13280.8519    13648.8734        0.9480        1.2643        0.6048       -0.0162
      7070        1.2444      365.8097    13280.8519    13648.8497        0.9371        1.2515        0.5983       -0.0160
      7080        1.2461      365.8097    13280.8519    13648.8263        0.9263        1.2388        0.5919       -0.0159
      7090        1.2479      365.8097    13280.8519    13648.8030        0.9156        1.2263        0.5855       -0.0157
      7100        1.2497      365.8097    13280.8519    13648.7800        0.9051        1.2138        0.5792       -0.0155
      7110        1.2514      365.8097    13280.8519    13648.7573        0.8946        1.2015        0.5730       -0.0154
      7120        1.2532      365.8097    13280.8519    13648.7347        0.8843        1.1893        0.5668       -0.0152
      7130        1.2550      365.8097    13280.8519    13648.7124        0.8741        1.1772        0.5607       -0.0150
      7140        1.2567      365.8097    13280.8519    13648.6903        0.8640        1.1651        0.5547       -0.0149
      7150        1.2585      365.8097    13280.8519    13648.6684        0.8540        1.1533        0.5487       -0.0147
      7160        1.2603      365.8097    13280.8519    13648.6467        0.8441        1.1415        0.5428       -0.0145
      7170        1.2620      365.8097    13280.8519    13648.6253        0.8343        1.1298        0.5369       -0.0144
      7180        1.2638      365.8097    13280.8519    13648.6040        0.8247        1.1182        0.5311       -0.0142
      7190        1.2656      365.8097    13280.8519    13648.5830        0.8151        1.1067        0.5254       -0.0141
      7200        1.2673      365.8097    13280.8519    13648.5622        0.8056        1.0954        0.5197       -0.0139
      7210        1.2691      365.8097    13280.8519    13648.5415        0.7963        1.0841        0.5140       -0.0138
      7220        1.2709      365.8097    13280.8519    13648.5211        0.7870        1.0729        0.5084       -0.0136
      7230        1.2726      365.8097    13280.8519    13648.5009        0.7779        1.0619        0.5029       -0.0135
      7240        1.2744      365.8097    13280.8519    13648.4809        0.7688        1.0509        0.4975       -0.0133
      7250        1.2762      365.8097    13280.8519    13648.4611        0.7599        1.0401        0.4920       -0.0132
      7260        1.2779      365.8097    13280.8519    13648.4415        0.7510        1.0293        0.4867       -0.0130
      7270        1.2797      365.8097    13280.8519    13648.4220        0.7422        1.0186        0.4814       -0.0129
      7280        1.2814      365.8097    13280.8519    13648.4028        0.7336        1.0081        0.4761       -0.0128
      7290        1.2832      365.8097    13280.8519    13648.3838        0.7250        0.9976        0.4709       -0.0126
      7300        1.2850      365.8097    13280.8519    13648.3649        0.7165        0.9872        0.4658       -0.0125
      7310        1.2867      365.8097    13280.8519    13648.3463        0.7082        0.9770        0.4607       -0.0123
      7320        1.2885      365.8097    13280.8519    13648.3278        0.6999        0.9668        0.4556       -0.0122
      7330        1.2903      365.8097    13280.8519    13648.3096        0.6917        0.9567        0.4506       -0.0121
      7340        1.2920      365.8097    13280.8519    13648.2915        0.6836        0.9467        0.4457       -0.0119
      7350        1.2938      365.8097    13280.8519    13648.2736        0.6756        0.9368        0.4408       -0.0118
      7360        1.2956      365.8097    13280.8519    13648.2558        0.6676        0.9270        0.4359       -0.0117
      7370        1.2973      365.8097    13280.8519    13648.2383        0.6598        0.9173        0.4311       -0.0116
      7380        1.2991      365.8097    13280.8519    13648.2209        0.6520        0.9077        0.4264       -0.0114
      7390        1.3009      365.8097    13280.8519    13648.2037        0.6444        0.8982        0.4217       -0.0113
      7400        1.3026      365.8097    13280.8519    13648.1867        0.6368        0.8888        0.4170       -0.0112
      7410        1.3044      365.8097    13280.8519    13648.1699        0.6293        0.8794        0.4124       -0.0111
      7420        1.3062      365.8097    13280.8519    13648.1532        0.6219        0.8702        0.4079       -0.0109
      7430        1.3079      365.8097    13280.8519    13648.1367        0.6145        0.8610        0.4034       -0.0108
      7440        1.3097      365.8097    13280.8519    13648.1204        0.6073        0.8519        0.3989       -0.0107
      7450        1.3115      365.8097    13280.8519    13648.1042        0.6001        0.8429        0.3945       -0.0106
      7460        1.3132      365.8097    13280.8519    13648.0882        0.5930        0.8340        0.3901       -0.0105
      7470        1.3150      365.8097    13280.8519    13648.0724        0.5860        0.8252        0.3858       -0.0103
      7480        1.3168      365.8097    13280.8519    13648.0567        0.5791        0.8164        0.3815       -0.0102
      7490        1.3185      365.8097    13280.8519    13648.0412        0.5722        0.8078        0.3773       -0.0101
      7500        1.3203      365.8097    13280.8519    13648.0258        0.5655        0.7992        0.3731       -0.0100
